car-id,initial-timestamp,car-type,time-taken-hours,distance-travelled-km,avg-kmh,route-taken,sensor-count,unique-sensors,number-campings,trace-complete
20150011020058-334,2015-06-11 14:00:58,2,18.830833333333334,92.79477503999999,4.927810330928883,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping2/camping2/general-gate7/entrance3,11,9,2,True
20151412081429-334,2015-06-12 08:14:29,1,0.6411111111111111,54.46020096,84.94658728596188,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/camping6/camping6/entrance4,9,8,2,True
20153710103717-23,2015-06-10 10:37:17,1,46.49611111111111,81.97998336,1.7631578512898332,entrance0/general-gate4/general-gate7/camping4/camping4/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,12,9,2,True
20151712081751-931,2015-06-12 08:17:51,1,0.9847222222222223,83.33183232,84.6247098313117,entrance4/camping6/camping6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,11,10,2,True
20152812082859-94,2015-06-12 08:28:59,1,0.8255555555555556,46.63878912,56.493822621803496,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,6,6,0,True
20151811051833-890,2015-06-11 17:18:33,2,16.227222222222224,56.58453504,3.487013012153788,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance0,12,6,2,True
20151412051415-812,2015-06-12 05:14:15,3,4.348055555555556,75.02761728,17.255441270555163,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance0,12,7,2,True
20154312084345-256,2015-06-12 08:43:45,6,1.1208333333333333,57.06733824,50.91509731449814,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,8,8,0,True
20150409100452-47,2015-06-09 10:04:52,1,72.1475,72.80672256,1.0091371504210125,entrance0/general-gate4/general-gate7/camping0/camping0/general-gate7/general-gate4/entrance0,8,4,2,True
20150912090951-154,2015-06-12 09:09:51,2,1.283611111111111,51.37026048,40.02011203808699,entrance3/general-gate7/camping4/camping4/general-gate7/general-gate4/entrance0,7,5,2,True
20151112091155-964,2015-06-12 09:11:55,2,1.4627777777777777,108.53415936,74.19729846107103,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping3/camping3/general-gate7/entrance3,12,10,2,True
20150104040106-481,2015-06-04 16:01:06,1,186.70888888888888,51.370260480000006,0.2751355909496662,entrance0/general-gate4/general-gate7/camping4/camping4/general-gate7/entrance3,7,5,2,True
20151912101918-236,2015-06-12 10:19:18,2,0.9394444444444444,80.72469504000001,85.92812008988766,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,9,9,0,True
20155311065304-252,2015-06-11 06:53:04,1,28.538888888888888,36.59648256,1.2823373293361884,entrance3/general-gate7/camping2/camping2/entrance1,5,4,2,True
20152206102254-44,2015-06-06 10:22:54,2,145.18805555555556,40.5554688,0.27933061466259274,entrance4/general-gate6/camping7/camping7/general-gate6/entrance2,6,4,2,True
20154310024344-489,2015-06-10 14:43:44,3,44.983333333333334,67.20620544,1.494024574434976,entrance1/camping2/camping2/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,10,9,2,True
20154212104246-428,2015-06-12 10:42:46,3,1.0755555555555556,63.923143679999995,59.4326749090909,entrance0/general-gate4/general-gate7/camping3/camping3/general-gate7/general-gate4/entrance0,8,4,2,True
20154912104952-500,2015-06-12 10:49:52,1,1.1836111111111112,63.923143679999995,54.00688036798873,entrance0/general-gate4/general-gate7/camping3/camping3/general-gate7/general-gate4/entrance0,8,4,2,True
20153708073703-436,2015-06-08 07:37:03,2,100.43888888888888,93.76038144,0.9335067569666464,entrance3/general-gate7/camping0/camping0/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,11,9,2,True
20155409065419-204,2015-06-09 06:54:19,3,77.29583333333333,77.15195136000001,0.9981385546008303,entrance2/general-gate6/camping7/camping7/general-gate6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,11,9,2,True
20153812113808-572,2015-06-12 11:38:08,1,0.9502777777777778,70.29614592,73.97431315755627,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,7,7,0,True
20151012111049-904,2015-06-12 11:10:49,3,1.4816666666666667,89.70483456,60.54319542857142,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping3/camping3/general-gate7/general-gate4/entrance0,12,9,2,True
20152212072218-389,2015-06-12 07:22:18,3,5.488888888888889,103.89924864000001,18.929012910121457,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,14,9,2,True
20152612122625-610,2015-06-12 12:26:25,3,0.5577777777777778,31.285647360000002,56.08980602390438,entrance1/general-gate7/general-gate4/entrance0,4,4,0,True
20155212095211-676,2015-06-12 09:52:11,1,3.1458333333333335,162.80123904,51.75138724450331,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping3/camping3/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,18,9,2,True
20151212061217-99,2015-06-12 06:12:17,1,6.821944444444444,171.68481792000003,25.16655175341016,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping0/camping0/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,18,9,2,True
20154212104222-8,2015-06-12 10:42:22,2P,3.3730555555555557,162.80123904,48.2652112776085,ranger-base/gate8/general-gate5/general-gate2/ranger-stop0/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/ranger-stop4/ranger-stop4/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop2/ranger-stop0/general-gate2/general-gate5/gate8/ranger-base,22,10,0,True
20152005072047-527,2015-06-05 07:20:47,2,175.07944444444445,50.59777536,0.28899894856620645,entrance4/general-gate5/camping8/camping8/general-gate3/entrance2,6,5,2,True
20152212122210-842,2015-06-12 12:22:10,2,2.1255555555555556,151.98644736,71.50434010663878,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/camping6/camping6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,16,10,2,True
20153812013844-3,2015-06-12 13:38:44,1,0.9258333333333333,45.962864640000014,49.64485829702972,entrance4/general-gate6/camping7/camping7/general-gate6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance0,11,9,2,True
20152311102347-770,2015-06-11 10:23:47,1,28.253611111111113,98.58841344,3.4894093024883737,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping0/camping0/general-gate7/general-gate4/entrance0,12,9,2,True
20151807121828-117,2015-06-07 12:18:28,2,122.71861111111112,116.45213184,0.9489361946458361,entrance3/general-gate7/camping2/camping2/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,12,10,2,True
20150712060751-581,2015-06-12 06:07:51,2,9.023888888888889,123.40449792,13.675312211783536,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping2/camping2/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,16,8,2,True
20153012023023-906,2015-06-12 14:30:23,1,0.7005555555555556,88.25642496,125.98062246471055,entrance4/general-gate5/camping8/camping8/general-gate5/entrance4,6,3,2,True
20152112022158-529,2015-06-12 14:21:58,1,1.2427777777777778,123.114816,99.06422387125615,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/camping6/camping6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,14,8,2,True
20153712023734-851,2015-06-12 14:37:34,2,1.0480555555555555,57.06733824000001,54.450680536443166,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,8,8,0,True
20152711112749-922,2015-06-11 11:27:49,3,28.29222222222222,97.62280704,3.4505174698974983,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping2/camping2/general-gate7/general-gate4/entrance0,12,9,2,True
20155612025632-349,2015-06-12 14:56:32,1,0.9108333333333334,72.9032832,80.04020113449222,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/camping6/camping6/entrance4,9,8,2,True
20153312033332-791,2015-06-12 15:33:32,1,0.3486111111111111,26.457615360000002,75.89435481752989,entrance2/camping6/camping6/entrance4,4,3,2,True
20152910022924-572,2015-06-10 14:29:24,2,49.51111111111111,21.62958336,0.4368632186714542,entrance1/camping3/camping3/entrance1,4,2,2,True
20155009035012-229,2015-06-09 15:50:12,2,72.3411111111111,139.14388224,1.9234413199195175,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping3/camping3/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,17,10,2,True
20152812022832-815,2015-06-12 14:28:32,1,1.8811111111111112,141.55789824000001,75.25227904075606,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/camping6/camping6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,14,7,2,True
20151312041320-612,2015-06-12 16:13:20,1,0.5277777777777778,28.195706879999996,53.42344461473683,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance0,6,6,0,True
20150309010348-628,2015-06-09 13:03:48,1,75.75027777777778,76.18634496000001,1.0057566413617847,entrance1/general-gate7/camping5/camping5/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,11,9,2,True
20152505102539-470,2015-06-05 10:25:39,3,174.40027777777777,116.45213184,0.6677290502276851,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping2/camping2/general-gate7/entrance3,12,10,2,True
20152812042815-443,2015-06-12 16:28:15,1,0.7575,70.29614592,92.80019263366337,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,7,7,0,True
20155712045748-303,2015-06-12 16:57:48,1,0.38472222222222224,20.85709824,54.213396147292414,entrance3/entrance0,2,2,0,True
20153212033230-692,2015-06-12 15:32:30,1,1.8083333333333333,116.45213184,64.39749226175115,entrance3/general-gate7/camping2/camping2/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,12,10,2,True
20155912045926-155,2015-06-12 16:59:26,2,0.6302777777777778,31.285647360000002,49.63787152754517,entrance1/general-gate7/general-gate4/entrance0,4,4,0,True
20154007094039-158,2015-06-07 09:40:39,1,128.63416666666666,107.76167424,0.8377375702930145,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping4/camping4/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,16,8,2,True
20154210104209-855,2015-06-10 10:42:09,1,55.66305555555556,45.96286464000001,0.825733768677609,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/general-gate6/camping7/camping7/general-gate6/entrance4,11,9,2,True
20152307102329-186,2015-06-07 10:23:29,1,128.11555555555555,76.18634496000001,0.594668966072296,entrance1/general-gate7/camping5/camping5/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,11,9,2,True
20151112061151-995,2015-06-12 18:11:51,6,0.3213888888888889,23.85047808,74.21064916853932,entrance4/entrance2,2,2,0,True
20154412044412-297,2015-06-12 16:44:12,2,1.8402777777777777,139.14388224,75.61026053796228,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping3/camping3/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,17,10,2,True
20151506091506-255,2015-06-06 09:15:06,2,153.55555555555554,77.05539072,0.5018078990448626,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate0/camping1/camping1/general-gate0/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,14,7,2,True
20153208033241-763,2015-06-08 15:32:41,1,99.285,11.00791296,0.11087186342347788,entrance1/camping2/camping2/entrance1,4,2,2,True
20155711035748-460,2015-06-11 15:57:48,3,27.00027777777778,81.97998336,3.0362644427114946,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping4/camping4/general-gate7/general-gate4/entrance0,12,9,2,True
20154512044528-826,2015-06-12 16:45:28,2P,2.297222222222222,99.36089856,43.25262815187425,ranger-base/gate8/gate5/ranger-stop6/gate6/gate7/ranger-stop7/ranger-stop7/gate7/gate6/ranger-stop6/gate5/general-gate5/gate3/ranger-stop3/ranger-stop3/gate3/general-gate5/gate8/ranger-base,20,10,0,True
20151212071202-912,2015-06-12 19:12:02,1,0.35194444444444445,20.85709824,59.26247329439621,entrance3/entrance0,2,2,0,True
20152612122659-947,2015-06-12 12:26:59,2P,7.3566666666666665,298.56549888,40.58434511282284,ranger-base/gate8/general-gate5/general-gate2/ranger-stop0/ranger-stop2/ranger-stop2/general-gate1/general-gate4/gate7/ranger-stop7/ranger-stop7/gate7/gate6/ranger-stop6/ranger-stop6/gate5/gate4/ranger-stop5/ranger-stop5/gate4/general-gate3/camping8/gate3/ranger-stop3/ranger-stop3/gate3/general-gate5/gate5/ranger-stop6/gate6/general-gate7/gate2/ranger-stop1/ranger-stop1/gate2/general-gate7/ranger-stop4/ranger-stop4/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/ranger-stop0/general-gate2/general-gate5/gate8/ranger-base,49,23,1,True
20153612073601-240,2015-06-12 19:36:01,5,0.35333333333333333,23.85047808,67.50135305660378,entrance4/entrance2,2,2,0,True
20154009054046-633,2015-06-09 17:40:46,3,74.53194444444445,45.57662208,0.6115045356688966,entrance1/general-gate7/camping5/camping5/general-gate7/entrance3,6,4,2,True
20151511061503-898,2015-06-11 06:15:03,1,38.04888888888889,62.185052160000005,1.634346073589534,entrance3/general-gate7/camping2/camping2/general-gate7/entrance3,6,3,2,True
20155712075726-121,2015-06-12 19:57:26,4,0.4861111111111111,51.85306368,106.66915957028571,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance0,7,7,0,True
20150612080632-864,2015-06-12 20:06:32,1,0.8416666666666667,70.29614592,83.52017337029703,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,7,7,0,True
20153411023411-472,2015-06-11 14:34:11,1,30.529722222222222,107.76167424,3.5297299286123724,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping4/camping4/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,16,8,2,True
20154111084119-363,2015-06-11 08:41:19,1,36.44833333333333,92.79477503999999,2.5459264266313046,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping2/camping2/general-gate7/entrance3,11,9,2,True
20155912085930-734,2015-06-12 20:59:30,2,0.3383333333333333,23.85047808,70.4940238817734,entrance4/entrance2,2,2,0,True
20150510020551-789,2015-06-10 14:05:51,3,55.36277777777778,114.32779776000001,2.065066139182965,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,16,8,2,True
20154312084309-917,2015-06-12 20:43:09,2,0.9808333333333333,70.29614592,71.66981742056075,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,7,7,0,True
20152311062324-562,2015-06-11 06:23:24,1,39.77861111111111,45.57662208,1.145756998722094,entrance1/general-gate7/camping5/camping5/general-gate7/entrance3,6,4,2,True
20152109062104-583,2015-06-09 06:21:04,2,88.46305555555556,116.45213184,1.316392827589672,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping2/camping2/general-gate7/entrance3,12,10,2,True
20153808083849-175,2015-06-08 08:38:49,1,110.56138888888889,56.58453504,0.5117929107861143,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance0,12,6,2,True
20151609011626-759,2015-06-09 13:16:26,2,82.12055555555555,106.02358272000002,1.2910723996292717,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping5/camping5/general-gate7/general-gate4/entrance0,13,10,2,True
20155812105823-746,2015-06-12 22:58:23,5,0.9544444444444444,80.72469504,84.57767815599534,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,9,9,0,True
20152613122637-292,2015-06-13 00:26:37,1,0.32166666666666666,23.85047808,74.1465639792746,entrance2/entrance4,2,2,0,True
20151613011638-124,2015-06-13 01:16:38,1,1.1316666666666666,80.72469504,71.33257293667158,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,9,9,0,True
20152513022510-403,2015-06-13 02:25:10,4,0.3263888888888889,20.85709824,63.90259886297872,entrance0/entrance3,2,2,0,True
20155113015107-173,2015-06-13 01:51:07,6,0.9391666666666667,70.29614592,74.84948988819876,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,7,7,0,True
20153813023856-590,2015-06-13 02:38:56,2,0.5816666666666667,51.853063680000005,89.14566821776505,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,7,7,0,True
20152413022453-895,2015-06-13 02:24:53,3,1.0677777777777777,57.06733824,53.44495776899063,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,8,8,0,True
20151913041937-986,2015-06-13 04:19:37,3,0.5261111111111111,28.19570688,53.59268467159451,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,6,6,0,True
20150613050607-419,2015-06-13 05:06:07,2,0.3383333333333333,23.85047808,70.4940238817734,entrance2/entrance4,2,2,0,True
20153313053316-258,2015-06-13 05:33:16,3,1.398611111111111,123.11481600000002,88.02648214498512,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/camping6/camping6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance0,14,8,2,True
20151313061354-628,2015-06-13 06:13:54,1,0.9305555555555556,72.9032832,78.34382672238806,entrance4/camping6/camping6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,9,8,2,True
20153713053710-170,2015-06-13 05:37:10,2,1.9055555555555554,139.14388224,73.02011312886299,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping3/camping3/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,17,10,2,True
20152713072733-35,2015-06-13 07:27:33,1,0.5869444444444445,28.195706879999996,48.03811867865593,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance0,6,6,0,True
20154013074053-753,2015-06-13 07:40:53,6,0.5883333333333334,51.853063680000005,88.13551900283286,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,7,7,0,True
20151307081300-707,2015-06-07 08:13:00,1,144.07055555555556,155.46263040000002,1.0790728875898,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping5/camping5/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,18,9,2,True
20154713054700-667,2015-06-13 05:47:00,2,2.9563888888888887,53.20491264,17.99658794550409,entrance2/general-gate3/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,9,8,2,True
20155909075931-597,2015-06-09 07:59:31,3,97.15138888888889,116.45213184,1.1986666703569744,entrance3/general-gate7/camping2/camping2/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,12,10,2,True
20155513055541-893,2015-06-13 05:55:41,1,3.7930555555555556,77.82787584,20.51851724818748,entrance4/general-gate5/camping1/camping1/general-gate0/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,10,9,2,True
20155513085550-298,2015-06-13 08:55:50,1,0.7947222222222222,46.63878912,58.685648665501574,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,6,6,0,True
20154009094029-596,2015-06-09 09:40:29,2,96.12083333333334,63.63346176,0.6620152942216828,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/camping8/camping8/general-gate3/entrance2,11,10,2,True
20152913092934-991,2015-06-13 09:29:34,3,0.46111111111111114,28.195706879999996,61.147316125301195,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance0,6,6,0,True
20153706033723-432,2015-06-06 15:37:23,3,162.99916666666667,92.2154112,0.5657416113579313,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping3/camping3/entrance1,11,10,2,True
20151613091621-285,2015-06-13 09:16:21,1,1.538888888888889,92.98789632000002,60.425347789169685,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/general-gate6/camping7/camping7/general-gate6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance0,18,11,2,True
20152112122156-641,2015-06-12 12:21:56,2,22.483055555555556,30.22348032,1.3442781496188487,entrance1/camping4/camping4/general-gate7/entrance3,5,4,2,True
20154312124334-595,2015-06-12 12:43:34,1,22.42361111111111,46.928471040000005,2.0928150603158877,entrance3/general-gate7/camping5/camping5/general-gate7/entrance3,6,3,2,True
20152613102638-652,2015-06-13 10:26:38,1,1.0422222222222222,57.06733824000001,54.75544180810236,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,8,8,0,True
20150213110259-700,2015-06-13 11:02:59,1,0.5255555555555556,51.853063680000005,98.66333469767443,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,7,7,0,True
20152413092454-51,2015-06-13 09:24:54,3,2.858611111111111,27.809464320000004,9.728313239918377,entrance4/general-gate6/camping7/camping7/general-gate6/entrance4,6,3,2,True
20152213082239-249,2015-06-13 08:22:39,1,3.939722222222222,26.457615360000002,6.715604265388142,entrance4/camping6/camping6/entrance2,4,3,2,True
20150213120238-644,2015-06-13 12:02:38,5,0.6361111111111111,31.285647360000002,49.18267707248909,entrance0/general-gate4/general-gate7/entrance1,4,4,0,True
20154713114732-338,2015-06-13 11:47:32,2,1.448611111111111,87.58050048000001,60.45825536490893,entrance2/general-gate6/camping7/camping7/general-gate6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,13,11,2,True
20155313125338-978,2015-06-13 12:53:38,1,0.5602777777777778,28.19570688,50.32451401487357,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,6,6,0,True
20155312015304-1,2015-06-12 13:53:04,1,24.128055555555555,121.28016384000001,5.026520415652595,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping2/camping2/general-gate7/general-gate4/entrance0,13,10,2,True
20155612075623-190,2015-06-12 07:56:23,1,30.15972222222222,56.58453504,1.8761623407230026,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/camping8/camping8/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance0,12,6,2,True
20150413010441-864,2015-06-13 13:04:41,3,1.1205555555555555,80.72469504000001,72.03988650074369,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/entrance4,9,9,0,True
20151413021450-129,2015-06-13 14:14:50,2,0.355,26.457615360000002,74.528493971831,entrance4/camping6/camping6/entrance2,4,3,2,True
20153413013448-41,2015-06-13 13:34:48,1,1.3202777777777779,95.11223040000002,72.03956015989901,entrance3/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/camping6/camping6/entrance2,9,8,2,True
20154013024057-318,2015-06-13 14:40:57,3,0.2569444444444444,13.90473216,54.11571435243244,entrance1/camping4/camping4/entrance1,4,2,2,True
20154512124548-471,2015-06-12 12:45:48,1,26.204166666666666,51.370260480000006,1.960385198791541,entrance0/general-gate4/general-gate7/camping4/camping4/general-gate7/entrance3,7,5,2,True
20150610040636-776,2015-06-10 16:06:36,2,70.93638888888889,92.98789632000002,1.3108631236593038,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/general-gate6/camping7/camping7/general-gate6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance0,18,11,2,True
20151305041331-383,2015-06-05 16:13:31,1,190.94416666666666,34.7618304,0.1820523297822662,entrance0/general-gate1/ranger-stop2/ranger-stop0/general-gate2/camping8/camping8/general-gate3/entrance2,9,8,2,True
20154213024205-43,2015-06-13 14:42:05,6,0.48583333333333334,31.285647360000002,64.39584362264151,entrance1/general-gate7/general-gate4/entrance0,4,4,0,True
20151711021720-756,2015-06-11 14:17:20,2,48.90972222222222,36.59648256,0.7482455613573761,entrance1/camping2/camping2/general-gate7/entrance3,5,4,2,True
20150313020340-835,2015-06-13 14:03:40,1,1.173888888888889,63.923143679999995,54.45416877614765,entrance0/general-gate4/general-gate7/camping3/camping3/general-gate7/general-gate4/entrance0,8,4,2,True
20152709052754-9,2015-06-09 17:27:54,3,93.85666666666667,77.15195136,0.8220188730333486,entrance2/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping4/camping4/general-gate7/entrance3,11,9,2,True
20151013011052-469,2015-06-13 13:10:52,2,2.1633333333333336,162.41499647999999,75.07626955932201,entrance1/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/general-gate5/camping6/camping6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,18,9,2,True
20154313024305-895,2015-06-13 14:43:05,1,0.9691666666666666,51.756503040000005,53.403098579535694,entrance0/general-gate4/general-gate7/camping5/camping5/general-gate7/entrance3,7,5,2,True
20150813020820-894,2015-06-13 14:08:20,1,1.8594444444444445,131.41903104,70.67650309889453,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/camping4/camping4/general-gate7/general-gate4/general-gate1/ranger-stop2/ranger-stop0/general-gate2/entrance2,17,10,2,True
20151513031558-201,2015-06-13 15:15:58,4,0.9458333333333333,70.29614592,74.32191639118943,entrance4/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/entrance3,7,7,0,True
20150013030032-591,2015-06-13 15:00:32,2,1.42,87.58050048000001,61.6764087887324,entrance2/general-gate6/camping7/camping7/general-gate6/general-gate5/general-gate2/ranger-stop0/ranger-stop2/general-gate1/general-gate4/general-gate7/entrance1,13,11,2,True
